CustomerID,Gender,Age,SeniorCitizen,Partner,Dependents,TenureMonths,PhoneService,InternetService,OnlineSecurity,TechSupport,SupportCalls,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST07581,Female,18,0,Yes,No,70,No,Fiber optic,No,No,3,One year,Yes,Electronic check,80.54,5162.39,No
CUST07582,Female,30,0,No,No,30,Yes,Fiber optic,No,Yes,6,Month-to-month,Yes,Mailed check,64.01,,No
CUST07583,Male,57,0,Yes,No,49,No,No,No internet service,No internet service,3,Two year,No,Mailed check,42.21,2017.02,No
CUST07584,Female,36,0,Yes,Yes,28,Yes,DSL,Yes,No,1,Month-to-month,Yes,Credit card,62.05,1583.01,No
CUST07585,Male,18,0,Yes,No,71,Yes,No,No internet service,No internet service,1,Month-to-month,Yes,Credit card,33.49,2156.58,No
CUST07586,Male,19,0,No,No,43,Yes,Fiber optic,Yes,No,1,One year,Yes,Bank transfer,82.58,3794.43,No
CUST07587,Female,65,1,No,Yes,34,Yes,DSL,Yes,No,0,One year,Yes,Electronic check,54.13,1720.95,No
CUST07588,Female,26,0,Yes,No,19,Yes,DSL,No,No,3,Month-to-month,No,Mailed check,59.31,,No
CUST07589,Female,23,0,No,No,72,Yes,Fiber optic,No,No,2,One year,Yes,Credit card,88.9,6737.9,No
CUST07590,Female,50,0,Yes,Yes,54,Yes,Fiber optic,No,No,3,One year,Yes,Electronic check,92.61,5005.37,No
CUST07591,Male,24,0,No,No,18,Yes,Fiber optic,No,No,5,Month-to-month,No,Credit card,84.86,1378.92,No
CUST07592,Female,55,0,No,No,9,Yes,DSL,Yes,No,8,Month-to-month,Yes,Electronic check,59.69,525.97,Yes
CUST07593,Male,49,0,Yes,Yes,24,Yes,Fiber optic,No,Yes,2,Month-to-month,Yes,Credit card,75.99,,No
CUST07594,Male,55,0,No,No,15,Yes,Fiber optic,Yes,Yes,4,One year,Yes,Credit card,68.93,1092.13,Yes
CUST07595,Female,46,0,No,No,26,No,DSL,No,No,3,One year,No,Credit card,66.56,1843.52,Yes
CUST07596,Female,63,1,Yes,Yes,47,Yes,DSL,Yes,No,3,Month-to-month,Yes,Mailed check,56.19,2409.21,Yes
CUST07597,Male,55,0,Yes,No,54,Yes,DSL,No,No,3,One year,Yes,Credit card,55.26,2936.55,No
CUST07598,Male,42,0,No,No,8,Yes,DSL,No,Yes,1,Month-to-month,Yes,Mailed check,55.58,450.62,No
CUST07599,Male,18,0,Yes,No,11,Yes,DSL,No,Yes,0,Month-to-month,Yes,Electronic check,47.76,566.56,No
CUST07600,Male,33,0,Yes,No,15,Yes,DSL,No,No,1,One year,Yes,Mailed check,73.3,1159.23,No
CUST07601,Male,25,0,No,Yes,33,Yes,DSL,No,No,2,Month-to-month,Yes,Credit card,64.69,2236.76,No
CUST07602,Male,18,0,Yes,No,56,Yes,DSL,No,No,1,Two year,Yes,Electronic check,53.38,2829.82,No
CUST07603,Female,33,0,Yes,No,28,Yes,Fiber optic,Yes,No,1,Two year,No,Mailed check,92.91,2595.51,No
CUST07604,Male,29,0,Yes,No,8,Yes,Fiber optic,No,Yes,2,Month-to-month,Yes,Bank transfer,74.72,627.39,No
CUST07605,Female,22,0,Yes,No,35,No,DSL,No,Yes,4,Month-to-month,Yes,Credit card,54.49,1950.67,No
CUST07606,Male,36,0,No,Yes,22,Yes,DSL,Yes,Yes,1,Month-to-month,Yes,Electronic check,45.17,981.44,No
CUST07607,Female,47,0,No,Yes,22,No,No,No internet service,No internet service,0,Month-to-month,Yes,Electronic check,27.38,612.32,No
CUST07608,Male,28,0,Yes,Yes,33,Yes,Fiber optic,No,Yes,0,Two year,Yes,Electronic check,81.63,2579.62,No
CUST07609,Male,33,0,No,Yes,41,Yes,DSL,No,No,2,Month-to-month,No,Bank transfer,53.08,2148.13,No
CUST07610,Female,19,0,Yes,Yes,53,Yes,DSL,Yes,Yes,2,Month-to-month,Yes,Bank transfer,63.65,3339.56,No
CUST07611,Male,20,0,Yes,No,57,Yes,DSL,No,No,3,Month-to-month,Yes,Mailed check,61.38,3706.28,No
CUST07612,Female,27,0,No,Yes,48,Yes,DSL,Yes,No,4,One year,Yes,Mailed check,63.62,2931.12,No
CUST07613,Female,44,0,Yes,Yes,45,No,No,No internet service,No internet service,4,One year,Yes,Mailed check,20.0,898.77,No
CUST07614,Male,56,0,No,Yes,11,No,DSL,Yes,No,0,One year,Yes,Electronic check,44.3,532.98,No
CUST07615,Male,63,1,Yes,No,43,Yes,DSL,No,Yes,1,One year,Yes,Electronic check,43.43,1768.47,No
CUST07616,Female,54,0,No,Yes,27,Yes,Fiber optic,Yes,Yes,1,Month-to-month,Yes,Mailed check,85.23,2164.72,No
CUST07617,Male,53,0,No,No,57,No,Fiber optic,No,No,4,Month-to-month,Yes,Credit card,62.08,3617.46,No
CUST07618,Female,72,1,Yes,Yes,21,Yes,DSL,No,Yes,1,One year,Yes,Mailed check,44.22,946.82,No
CUST07619,Female,32,0,No,Yes,25,Yes,DSL,No,No,2,One year,Yes,Mailed check,61.79,1570.67,No
CUST07620,Female,64,1,Yes,No,19,Yes,No,No internet service,No internet service,3,Month-to-month,Yes,Credit card,36.95,716.96,Yes
CUST07621,Female,72,1,Yes,No,21,Yes,DSL,Yes,Yes,1,Two year,No,Mailed check,57.66,1212.22,No
CUST07622,Female,50,0,Yes,No,64,No,DSL,Yes,Yes,1,One year,No,Electronic check,46.25,3119.42,No
CUST07623,Male,66,1,No,No,19,Yes,DSL,No,No,7,Month-to-month,No,Mailed check,56.99,1111.53,No
CUST07624,Female,25,0,No,No,31,No,DSL,No,No,0,Two year,Yes,Electronic check,44.76,1273.1,No
CUST07625,Male,68,1,No,Yes,21,No,No,No internet service,No internet service,3,One year,No,Credit card,37.64,845.41,No
CUST07626,Female,50,0,No,No,31,Yes,Fiber optic,No,No,1,Two year,Yes,Credit card,91.18,2924.27,No
CUST07627,Male,30,0,Yes,Yes,35,Yes,No,No internet service,No internet service,2,One year,Yes,Electronic check,32.34,1111.59,No
CUST07628,Female,21,0,No,No,43,Yes,DSL,Yes,Yes,2,One year,Yes,Mailed check,45.67,2007.8,No
CUST07629,Female,59,0,No,No,29,Yes,No,No internet service,No internet service,2,Month-to-month,Yes,Electronic check,32.35,959.32,Yes
CUST07630,Female,42,0,No,Yes,68,Yes,Fiber optic,No,No,2,Month-to-month,Yes,Electronic check,82.83,5221.35,No
CUST07631,Male,35,0,No,No,9,Yes,No,No internet service,No internet service,2,One year,Yes,Electronic check,30.09,284.8,No
CUST07632,Male,40,0,No,No,19,Yes,Fiber optic,No,No,4,Two year,Yes,Electronic check,78.94,1561.46,Yes
CUST07633,Female,75,1,Yes,No,18,Yes,Fiber optic,Yes,No,4,Two year,Yes,Bank transfer,92.74,1779.44,No
CUST07634,Female,42,0,No,No,15,Yes,Fiber optic,No,No,0,Month-to-month,Yes,Mailed check,80.6,1221.2,Yes
CUST07635,Female,22,0,No,No,41,No,Fiber optic,Yes,No,0,One year,Yes,Bank transfer,73.83,2848.48,No
CUST07636,Female,34,0,No,No,18,Yes,Fiber optic,Yes,No,4,Month-to-month,No,Credit card,92.62,1794.97,No
CUST07637,Male,26,0,Yes,Yes,2,Yes,No,No internet service,No internet service,1,One year,Yes,Credit card,35.56,68.19,No
CUST07638,Female,57,0,Yes,Yes,33,Yes,DSL,No,No,0,Month-to-month,No,Electronic check,73.02,2350.93,No
CUST07639,Female,64,1,No,No,69,No,DSL,No,No,2,One year,No,Mailed check,38.86,2944.45,No
CUST07640,Female,66,1,No,No,4,No,No,No internet service,No internet service,3,Month-to-month,Yes,Credit card,24.56,92.57,No
CUST07641,Male,54,0,No,No,39,Yes,No,No internet service,No internet service,2,Two year,Yes,Credit card,33.25,1263.99,No
CUST07642,Male,62,1,No,No,51,Yes,No,No internet service,No internet service,1,One year,Yes,Bank transfer,37.01,1811.02,No
CUST07643,Male,42,0,No,No,20,Yes,No,No internet service,No internet service,4,Month-to-month,No,Electronic check,31.69,686.63,No
CUST07644,Male,54,0,No,No,36,Yes,DSL,Yes,No,3,One year,No,Mailed check,63.03,2301.78,No
CUST07645,Female,24,0,Yes,No,1,Yes,Fiber optic,No,No,2,One year,Yes,Electronic check,91.73,84.09,Yes
CUST07646,Female,49,0,Yes,No,31,Yes,DSL,No,Yes,1,Month-to-month,No,Electronic check,45.27,1331.52,No
CUST07647,Female,50,0,No,No,42,Yes,Fiber optic,No,No,5,Month-to-month,No,Electronic check,91.77,3843.54,No
CUST07648,Female,19,0,Yes,No,21,No,Fiber optic,No,No,0,Two year,Yes,Bank transfer,71.77,1618.78,No
CUST07649,Female,49,0,Yes,No,22,Yes,Fiber optic,Yes,No,3,Month-to-month,Yes,Bank transfer,86.14,2015.01,No
CUST07650,Female,59,0,No,No,36,Yes,Fiber optic,Yes,Yes,3,Month-to-month,Yes,Mailed check,61.74,2091.43,No
CUST07651,Female,39,0,Yes,No,29,No,No,No internet service,No internet service,0,One year,Yes,Credit card,20.0,582.21,No
CUST07652,Female,49,0,No,No,55,Yes,DSL,No,Yes,4,Month-to-month,No,Bank transfer,45.5,2511.76,No
CUST07653,Male,34,0,Yes,No,30,Yes,DSL,No,Yes,2,Month-to-month,Yes,Mailed check,39.89,1297.26,No
CUST07654,Female,33,0,No,No,37,Yes,Fiber optic,Yes,No,1,Month-to-month,Yes,Credit card,83.0,3206.9,No
CUST07655,Female,25,0,Yes,No,22,Yes,Fiber optic,No,No,5,Month-to-month,Yes,Electronic check,93.84,2229.54,No
CUST07656,Female,37,0,No,No,22,Yes,No,No internet service,No internet service,3,Month-to-month,Yes,Mailed check,31.52,,Yes
CUST07657,Female,64,1,No,No,46,Yes,Fiber optic,Yes,No,2,One year,No,Electronic check,86.62,3702.12,Yes
CUST07658,Male,72,1,Yes,Yes,49,Yes,DSL,No,No,1,Month-to-month,Yes,Credit card,76.93,4129.39,No
CUST07659,Female,54,0,Yes,No,10,Yes,Fiber optic,Yes,No,4,Month-to-month,Yes,Electronic check,86.91,787.83,No
CUST07660,Female,54,0,Yes,No,25,No,Fiber optic,No,Yes,6,One year,Yes,Electronic check,67.41,1705.55,No
CUST07661,Male,53,0,Yes,No,38,Yes,DSL,No,Yes,2,One year,Yes,Bank transfer,43.29,1797.32,No
CUST07662,Male,45,0,Yes,No,4,Yes,DSL,No,Yes,2,Month-to-month,Yes,Credit card,53.31,224.33,Yes
CUST07663,Female,42,0,Yes,No,25,Yes,Fiber optic,Yes,Yes,2,Month-to-month,Yes,Credit card,81.84,1922.45,No
CUST07664,Female,54,0,No,No,72,Yes,DSL,No,No,2,Month-to-month,No,Electronic check,55.77,3639.34,No
CUST07665,Female,63,1,Yes,No,16,Yes,Fiber optic,Yes,No,2,Month-to-month,No,Credit card,87.0,1497.7,Yes
CUST07666,Male,41,0,Yes,No,15,Yes,DSL,No,No,0,Month-to-month,No,Electronic check,51.04,797.24,No
CUST07667,Female,50,0,Yes,No,28,Yes,DSL,No,No,2,One year,Yes,Electronic check,63.85,1875.19,No
CUST07668,Female,45,0,Yes,No,29,Yes,Fiber optic,No,No,0,Two year,Yes,Electronic check,82.36,2527.44,No
CUST07669,Female,34,0,No,No,23,No,DSL,Yes,Yes,4,Month-to-month,Yes,Electronic check,46.71,992.0,No
CUST07670,Male,34,0,No,Yes,50,Yes,Fiber optic,No,Yes,3,Month-to-month,Yes,Bank transfer,59.56,2852.22,Yes
CUST07671,Male,22,0,No,No,7,Yes,DSL,Yes,No,2,Two year,Yes,Bank transfer,60.72,412.67,No
CUST07672,Male,43,0,No,No,15,Yes,Fiber optic,No,Yes,1,Month-to-month,No,Bank transfer,81.36,1161.95,No
CUST07673,Female,59,0,Yes,No,25,Yes,Fiber optic,Yes,Yes,0,Two year,No,Mailed check,78.9,2154.77,No
CUST07674,Female,57,0,Yes,No,56,Yes,Fiber optic,Yes,Yes,1,One year,No,Bank transfer,73.32,,No
CUST07675,Male,75,1,No,Yes,19,Yes,DSL,No,Yes,1,Two year,No,Credit card,30.84,617.07,No
CUST07676,Female,20,0,Yes,No,14,Yes,No,No internet service,No internet service,3,One year,No,Electronic check,43.68,633.08,No
CUST07677,Female,62,1,No,No,5,Yes,Fiber optic,No,No,1,Month-to-month,Yes,Mailed check,76.72,351.93,No
CUST07678,Male,64,1,No,No,13,No,DSL,No,,0,One year,Yes,Credit card,60.98,739.48,No
CUST07679,Female,43,0,No,No,6,Yes,DSL,Yes,No,2,Month-to-month,Yes,Electronic check,54.53,336.28,No
CUST07680,Female,34,0,No,Yes,18,Yes,Fiber optic,Yes,Yes,4,One year,Yes,Electronic check,66.65,1210.51,No
CUST07681,Male,38,0,No,Yes,40,Yes,DSL,Yes,Yes,1,Month-to-month,No,Electronic check,49.6,2045.73,No
CUST07682,Male,57,0,Yes,Yes,36,Yes,No,No internet service,No internet service,2,One year,Yes,Bank transfer,20.48,778.92,No
CUST07683,Male,68,1,Yes,No,41,Yes,No,No internet service,No internet service,2,Month-to-month,Yes,Electronic check,23.04,895.87,No
CUST07684,Male,55,0,No,No,11,Yes,DSL,Yes,No,4,Month-to-month,Yes,Electronic check,69.98,795.17,No
CUST07685,Male,47,0,No,Yes,8,Yes,Fiber optic,No,No,2,Month-to-month,Yes,Mailed check,91.93,728.49,No
CUST07686,Male,55,0,Yes,No,34,Yes,Fiber optic,No,Yes,4,Month-to-month,Yes,Mailed check,67.45,2280.04,Yes
CUST07687,Female,22,0,Yes,No,47,No,Fiber optic,Yes,Yes,1,Month-to-month,Yes,Credit card,62.28,3131.99,No
CUST07688,Female,53,0,Yes,No,28,Yes,DSL,No,No,1,Month-to-month,Yes,Mailed check,44.83,1183.69,No
CUST07689,Male,20,0,No,No,36,Yes,Fiber optic,No,Yes,2,Two year,Yes,Credit card,71.58,2399.63,No
CUST07690,Female,73,1,Yes,No,26,Yes,DSL,No,No,3,One year,Yes,Mailed check,56.29,1520.04,No
CUST07691,Male,69,1,Yes,Yes,20,Yes,Fiber optic,Yes,No,1,One year,Yes,Bank transfer,96.82,2014.1,No
CUST07692,Female,47,0,Yes,No,22,Yes,DSL,Yes,No,2,One year,No,Mailed check,61.79,1410.84,No
CUST07693,Female,39,0,No,Yes,47,No,DSL,No,No,4,Month-to-month,Yes,Electronic check,53.79,2277.09,No
CUST07694,Female,60,1,No,No,26,Yes,No,No internet service,No internet service,1,One year,No,Electronic check,36.32,881.07,No
CUST07695,Male,54,0,No,No,46,Yes,Fiber optic,No,Yes,2,Month-to-month,Yes,Electronic check,70.73,3085.05,No
CUST07696,Female,58,0,No,No,31,Yes,No,No internet service,No internet service,4,Month-to-month,No,Electronic check,38.1,1079.76,No
CUST07697,Female,47,0,Yes,Yes,18,Yes,DSL,Yes,No,1,One year,Yes,Bank transfer,64.92,1097.79,No
CUST07698,Female,31,0,No,No,38,Yes,DSL,Yes,No,0,Two year,No,Credit card,62.79,2260.37,No
CUST07699,Male,22,0,No,No,27,Yes,DSL,No,Yes,4,Month-to-month,Yes,Mailed check,54.45,1347.73,No
CUST07700,Female,34,0,Yes,No,53,No,Fiber optic,No,Yes,8,Month-to-month,Yes,Electronic check,83.37,4466.21,No
CUST07701,Male,48,0,No,No,15,Yes,Fiber optic,No,No,4,One year,Yes,Electronic check,66.06,940.35,No
CUST07702,Male,42,0,No,Yes,6,Yes,DSL,No,Yes,3,Month-to-month,Yes,Mailed check,41.44,258.64,No
CUST07703,Male,47,0,Yes,No,40,Yes,No,No internet service,No internet service,3,Month-to-month,Yes,Mailed check,29.28,1110.04,No
CUST07704,Male,34,0,Yes,No,60,Yes,No,No internet service,No internet service,3,Month-to-month,Yes,Credit card,39.92,2561.07,No
CUST07705,Male,72,1,No,No,47,Yes,Fiber optic,Yes,Yes,2,Month-to-month,Yes,Credit card,75.3,3511.32,No
CUST07706,Male,39,0,Yes,No,64,Yes,Fiber optic,No,No,1,One year,No,Credit card,90.57,5224.09,No
CUST07707,Female,67,1,No,No,72,Yes,DSL,No,No,1,Two year,Yes,Bank transfer,59.89,4560.97,No
CUST07708,Female,40,0,Yes,No,24,Yes,DSL,No,Yes,1,One year,Yes,Credit card,45.24,981.49,No
CUST07709,Male,43,0,No,Yes,13,Yes,Fiber optic,No,No,2,Two year,Yes,Credit card,90.35,1270.21,No
CUST07710,Female,53,0,No,No,2,Yes,DSL,No,Yes,1,Month-to-month,No,Electronic check,48.18,86.8,No
CUST07711,Female,33,0,No,No,6,No,DSL,No,Yes,3,Month-to-month,Yes,Bank transfer,51.52,324.95,No
CUST07712,Male,30,0,Yes,No,39,Yes,No,No internet service,No internet service,1,Month-to-month,Yes,Mailed check,23.23,889.52,No
CUST07713,Male,39,0,No,No,7,Yes,Fiber optic,Yes,No,1,Month-to-month,Yes,Mailed check,96.08,636.54,Yes
CUST07714,Female,64,1,No,No,33,Yes,No,No internet service,No internet service,1,One year,Yes,Mailed check,39.62,1347.67,No
CUST07715,Male,26,0,No,Yes,41,Yes,DSL,No,No,1,Two year,No,Electronic check,59.11,2261.9,No
CUST07716,Female,43,0,No,No,28,Yes,Fiber optic,No,No,4,Month-to-month,No,Credit card,74.75,2015.88,Yes
CUST07717,Female,56,0,No,No,22,Yes,DSL,No,Yes,3,Two year,No,Electronic check,46.35,980.67,No
CUST07718,Male,58,0,No,No,15,Yes,DSL,No,No,1,Month-to-month,Yes,Electronic check,59.22,823.23,No
CUST07719,Male,43,0,Yes,Yes,66,No,DSL,No,Yes,2,Month-to-month,Yes,Credit card,51.55,3114.84,No
CUST07720,Male,22,0,Yes,No,3,Yes,DSL,No,No,0,Month-to-month,Yes,Credit card,59.46,184.94,No
CUST07721,Female,18,0,No,No,14,No,DSL,Yes,No,0,Month-to-month,No,Credit card,59.41,810.24,No
CUST07722,Male,45,0,Yes,No,22,Yes,Fiber optic,No,No,3,One year,Yes,Credit card,79.92,1599.39,No
CUST07723,Female,64,1,No,Yes,20,Yes,Fiber optic,No,Yes,2,One year,Yes,Electronic check,73.42,1607.97,No
CUST07724,Male,19,0,Yes,Yes,42,Yes,DSL,Yes,,0,One year,Yes,Mailed check,60.01,2588.1,No
CUST07725,Female,69,1,Yes,No,31,Yes,Fiber optic,No,No,1,One year,No,Electronic check,105.77,3040.03,No
CUST07726,Female,57,0,No,No,10,Yes,DSL,No,No,2,One year,Yes,Mailed check,70.37,766.08,No
CUST07727,Male,18,0,Yes,No,45,Yes,No,No internet service,No internet service,2,Month-to-month,Yes,Bank transfer,37.72,1603.17,No
CUST07728,Female,37,0,No,No,14,Yes,Fiber optic,Yes,No,1,Two year,Yes,Credit card,88.71,1332.31,No
CUST07729,Male,30,0,No,No,33,Yes,DSL,Yes,No,0,Month-to-month,Yes,Credit card,71.68,2148.74,No
CUST07730,Male,73,1,Yes,Yes,63,Yes,No,No internet service,No internet service,2,One year,No,Bank transfer,20.54,1188.88,No
CUST07731,Female,50,0,Yes,No,17,Yes,Fiber optic,No,Yes,3,One year,Yes,Mailed check,55.88,901.73,No
CUST07732,Male,36,0,Yes,No,18,Yes,Fiber optic,No,No,2,Month-to-month,Yes,Mailed check,87.56,1497.14,No
CUST07733,Male,34,0,No,No,24,Yes,DSL,No,No,1,Month-to-month,Yes,Mailed check,58.08,1332.42,Yes
CUST07734,Male,50,0,Yes,No,25,Yes,No,No internet service,No internet service,2,Month-to-month,Yes,Electronic check,26.75,635.12,No
CUST07735,Female,18,0,No,No,31,Yes,DSL,Yes,No,2,Month-to-month,No,Mailed check,66.64,1874.44,No
CUST07736,Male,32,0,No,No,38,Yes,Fiber optic,No,Yes,1,One year,No,Electronic check,57.59,2053.73,No
CUST07737,Male,27,0,Yes,No,14,Yes,Fiber optic,No,No,2,Two year,Yes,Electronic check,93.19,1429.83,No
CUST07738,Male,53,0,No,No,27,Yes,DSL,No,Yes,4,Month-to-month,Yes,Credit card,62.92,1789.97,No
CUST07739,Male,56,0,Yes,No,12,Yes,Fiber optic,No,No,2,Two year,Yes,Electronic check,75.75,861.44,No
CUST07740,Female,45,0,No,No,41,Yes,Fiber optic,Yes,No,1,Month-to-month,No,Mailed check,98.91,3673.45,No
CUST07741,Female,26,0,Yes,No,52,Yes,DSL,Yes,Yes,4,One year,No,Bank transfer,58.78,2796.74,No
CUST07742,Female,39,0,No,No,20,Yes,DSL,No,No,3,Two year,Yes,Mailed check,58.56,1149.7,No
CUST07743,Male,66,1,Yes,Yes,30,Yes,DSL,Yes,Yes,1,One year,Yes,Credit card,49.4,1591.91,No
CUST07744,Female,29,0,No,No,61,Yes,Fiber optic,No,No,3,Month-to-month,No,Credit card,85.19,5601.36,No
CUST07745,Male,27,0,Yes,No,34,Yes,Fiber optic,No,Yes,2,One year,No,Electronic check,76.62,2485.4,No
CUST07746,Male,24,0,No,No,12,Yes,Fiber optic,No,No,1,One year,Yes,Mailed check,88.37,1073.01,No
CUST07747,Male,65,1,No,No,8,No,DSL,No,Yes,2,Two year,Yes,Electronic check,57.9,433.51,No
CUST07748,Female,24,0,No,Yes,15,Yes,No,No internet service,No internet service,2,Month-to-month,Yes,Credit card,28.24,456.23,No
CUST07749,Male,51,0,No,Yes,23,Yes,No,No internet service,No internet service,1,Two year,Yes,Electronic check,32.99,815.05,No
CUST07750,Male,75,1,Yes,No,44,Yes,Fiber optic,No,No,6,Month-to-month,No,Credit card,86.66,3736.73,No
CUST07751,Female,55,0,Yes,No,22,Yes,Fiber optic,Yes,No,1,One year,Yes,Credit card,72.99,1553.69,No
CUST07752,Male,41,0,Yes,No,11,Yes,DSL,No,No,1,One year,Yes,Credit card,65.16,757.19,No
CUST07753,Female,29,0,No,Yes,22,Yes,Fiber optic,Yes,Yes,3,Month-to-month,Yes,Bank transfer,71.44,1672.78,No
CUST07754,Female,18,0,Yes,Yes,23,Yes,DSL,No,No,4,Month-to-month,Yes,Mailed check,64.88,1603.11,No
CUST07755,Male,27,0,Yes,No,16,No,Fiber optic,Yes,Yes,0,One year,Yes,Bank transfer,65.4,964.14,No
CUST07756,Female,73,1,No,Yes,22,Yes,DSL,Yes,Yes,1,One year,Yes,Electronic check,59.23,1348.87,No
CUST07757,Female,26,0,Yes,No,30,Yes,DSL,Yes,No,1,One year,Yes,Electronic check,48.19,1392.24,No
CUST07758,Male,19,0,No,No,7,Yes,Fiber optic,No,No,3,One year,Yes,Credit card,69.72,465.86,No
CUST07759,Male,65,1,Yes,No,23,Yes,DSL,No,Yes,1,Two year,Yes,Mailed check,59.9,1299.81,No
CUST07760,Male,42,0,Yes,No,72,Yes,DSL,No,Yes,5,Month-to-month,Yes,Credit card,48.5,3702.6,No
CUST07761,Male,38,0,No,Yes,34,Yes,No,No internet service,No internet service,1,Month-to-month,No,Electronic check,40.3,1358.39,No
CUST07762,Female,59,0,No,No,45,Yes,Fiber optic,Yes,Yes,3,Two year,No,Electronic check,102.17,4397.71,Yes
CUST07763,Male,48,0,No,No,60,Yes,DSL,No,No,2,Month-to-month,Yes,Mailed check,58.21,3302.97,No
CUST07764,Female,71,1,Yes,No,67,Yes,Fiber optic,No,No,3,Two year,Yes,Electronic check,81.74,5003.38,Yes
CUST07765,Female,45,0,Yes,No,18,Yes,No,No internet service,No internet service,1,Month-to-month,Yes,Bank transfer,35.03,611.37,No
CUST07766,Female,59,0,Yes,No,7,Yes,DSL,No,No,4,Month-to-month,No,Electronic check,48.99,340.72,Yes
CUST07767,Male,68,1,Yes,Yes,50,Yes,DSL,Yes,Yes,0,One year,Yes,Mailed check,47.74,2575.87,No
CUST07768,Male,44,0,No,No,23,Yes,Fiber optic,No,No,1,One year,Yes,Electronic check,90.95,1885.81,No
CUST07769,Male,34,0,Yes,Yes,24,No,Fiber optic,Yes,No,4,Month-to-month,Yes,Mailed check,73.96,1755.97,No
CUST07770,Male,74,1,No,Yes,38,Yes,DSL,No,Yes,3,Month-to-month,Yes,Mailed check,50.46,1908.3,No
CUST07771,Female,31,0,No,No,27,Yes,DSL,No,Yes,1,One year,Yes,Mailed check,36.62,890.39,No
CUST07772,Male,20,0,Yes,Yes,32,Yes,Fiber optic,Yes,No,2,One year,No,Credit card,91.16,2710.68,No
CUST07773,Female,51,0,No,Yes,33,Yes,Fiber optic,Yes,No,2,Month-to-month,Yes,Bank transfer,96.28,2881.24,Yes
CUST07774,Male,75,1,Yes,Yes,50,Yes,Fiber optic,Yes,No,1,Month-to-month,Yes,Mailed check,68.28,3726.52,No
CUST07775,Male,23,0,No,No,36,Yes,Fiber optic,No,No,0,One year,Yes,Bank transfer,88.99,3209.68,Yes
CUST07776,Female,67,1,Yes,No,12,Yes,Fiber optic,No,Yes,1,One year,Yes,Bank transfer,82.92,1071.65,No
CUST07777,Female,66,1,No,No,12,Yes,DSL,Yes,No,0,One year,Yes,Credit card,62.21,748.03,No
CUST07778,Female,71,1,Yes,Yes,17,Yes,DSL,No,Yes,1,Two year,No,Electronic check,53.61,902.59,No
CUST07779,Female,42,0,Yes,Yes,34,Yes,DSL,No,No,2,One year,Yes,Bank transfer,72.2,2366.39,No
CUST07780,Male,32,0,Yes,No,13,Yes,Fiber optic,No,No,2,One year,Yes,Electronic check,99.75,1312.36,No
CUST07781,Male,47,0,Yes,Yes,13,Yes,Fiber optic,No,No,3,Month-to-month,Yes,Electronic check,87.12,1180.81,Yes
CUST07782,Female,26,0,No,No,33,Yes,Fiber optic,Yes,Yes,1,One year,Yes,Bank transfer,65.61,2047.64,No
CUST07783,Male,66,1,Yes,Yes,18,Yes,Fiber optic,No,No,3,Two year,Yes,Mailed check,82.85,1631.16,No
CUST07784,Female,56,0,No,No,64,Yes,Fiber optic,Yes,No,2,Month-to-month,Yes,Credit card,86.23,5111.63,No
CUST07785,Female,46,0,No,Yes,19,Yes,Fiber optic,No,Yes,0,Month-to-month,Yes,Mailed check,65.18,1339.15,Yes
CUST07786,Female,47,0,Yes,No,42,Yes,DSL,Yes,No,3,Month-to-month,No,Electronic check,66.02,2997.39,No
CUST07787,Male,59,0,Yes,No,25,Yes,DSL,No,No,1,One year,Yes,Bank transfer,53.76,1466.67,No
CUST07788,Male,48,0,Yes,Yes,11,Yes,Fiber optic,Yes,No,2,One year,Yes,Mailed check,99.91,1181.46,No
CUST07789,Male,66,1,No,No,18,Yes,Fiber optic,No,Yes,3,Month-to-month,Yes,Electronic check,64.49,1218.51,No
CUST07790,Male,71,1,Yes,No,26,Yes,Fiber optic,Yes,No,2,One year,No,Mailed check,104.79,2838.28,No
CUST07791,Female,73,1,No,No,19,Yes,Fiber optic,Yes,Yes,4,One year,Yes,Mailed check,65.88,1343.36,No
CUST07792,Male,53,0,Yes,No,60,Yes,No,No internet service,No internet service,0,Two year,Yes,Electronic check,20.0,1281.5,No
CUST07793,Female,61,1,Yes,Yes,14,Yes,No,No internet service,No internet service,1,Two year,No,Bank transfer,42.66,558.45,No
CUST07794,Male,36,0,Yes,No,20,Yes,Fiber optic,Yes,No,3,One year,No,Bank transfer,77.62,1595.07,No
CUST07795,Female,20,0,No,Yes,35,Yes,Fiber optic,No,No,1,Month-to-month,Yes,Electronic check,87.89,2855.93,No
CUST07796,Male,41,0,No,No,72,Yes,Fiber optic,Yes,Yes,1,Two year,No,Mailed check,76.58,5320.65,No
CUST07797,Female,68,1,No,No,39,Yes,DSL,No,Yes,1,One year,Yes,Electronic check,41.13,1628.72,No
CUST07798,Male,25,0,Yes,Yes,34,No,Fiber optic,Yes,No,1,Two year,No,Credit card,57.63,2079.26,No
CUST07799,Female,49,0,Yes,No,46,Yes,No,No internet service,No internet service,1,One year,Yes,Mailed check,29.77,1503.54,No
CUST07800,Male,29,0,No,No,54,Yes,DSL,No,Yes,3,Two year,Yes,Electronic check,55.83,3059.75,No
CUST07801,Male,42,0,No,Yes,60,No,Fiber optic,No,No,3,One year,Yes,Bank transfer,74.0,4082.06,No
